,T_0,T_1,gradT_0,gradT_1,Z_0,Z_1,n_0,n_1,Kn_0,Kn_1,x_0,x_1,Q,beta
-0.988998899889989,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.4557504218981041,-0.45586986754849534,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9887988798879888,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.4557541776111295,-0.4558735757543613,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9885988598859886,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.45575793183497976,-0.45587728248050025,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9883988398839884,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.45576168456995014,-0.4558809877272074,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9881988198819882,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.45576543581633583,-0.455884691494778,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.987998799879988,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.45576918557443213,-0.4558883937835073,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9877987798779878,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.45577293384453427,-0.45589209459369057,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9875987598759876,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.45577668062693755,-0.45589579392562307,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9873987398739874,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.4557804259219371,-0.45589949177960004,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9871987198719872,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.45578416972982844,-0.45590318815591674,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.986998699869987,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.4557879120509065,-0.4559068830548684,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9867986798679867,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.45579165288546675,-0.45591057647675026,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9865986598659866,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.45579539223380433,-0.45591426842185756,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9863986398639863,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.45579913009621453,-0.4559179588904857,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9861986198619862,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.4558028664729927,-0.45592164788292977,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.985998599859986,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.4558066013644339,-0.4559253353994851,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9857985798579858,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.1185455749229263e-16,-0.2861815591117293,-0.2861815591117293,-0.4558103347708336,-0.45592902144044695,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9855985598559855,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.45581406669248686,-0.45593270600611047,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060005468,-0.2317000209440237,2.5
-0.9853985398539854,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.45581779712968906,-0.45593638909677103,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9851985198519851,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.45582152608273535,-0.45594007071272386,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060005468,-0.2317000209440237,2.5
-0.984998499849985,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.4558252535519211,-0.45594375085426425,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9847984798479847,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.4558289795375415,-0.4559474295216873,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060005468,-0.2317000209440237,2.5
-0.9845984598459846,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.45583270403989173,-0.4559511067152884,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9843984398439845,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.4558364270592672,-0.45595478243536275,-0.11665625271571012,-0.11665625271571012,-0.0026002600260025543,0.0006000600060006023,-0.2317000209440237,2.5
-0.9841984198419842,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.45584014859596306,-0.4559584566822057,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.983998399839984,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.4558438686502746,-0.4559621294561123,-0.11665625271571012,-0.11665625271571012,-0.0026002600260025543,0.0006000600060006023,-0.2317000209440237,2.5
-0.9837983798379838,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.455847587222497,-0.455965800757378,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9835983598359836,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.45585130431292564,-0.455969470586298,-0.11665625271571012,-0.11665625271571012,-0.0026002600260025543,0.0006000600060006023,-0.2317000209440237,2.5
-0.9833983398339834,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.45585501992185573,-0.4559731389431675,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9831983198319832,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.4558587340495825,-0.45597680582828176,-0.11665625271571012,-0.11665625271571012,-0.0026002600260025543,0.0006000600060006023,-0.2317000209440237,2.5
-0.982998299829983,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.4558624466964012,-0.45598047124193614,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9827982798279828,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.45586615786260704,-0.45598413518442577,-0.11665625271571012,-0.11665625271571012,-0.0026002600260025543,0.0006000600060006023,-0.2317000209440237,2.5
-0.9825982598259826,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.45586986754849534,-0.45598779765604597,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9823982398239824,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.4558735757543613,-0.45599145865709195,-0.11665625271571012,-0.11665625271571012,-0.0026002600260025543,0.0006000600060006023,-0.2317000209440237,2.5
-0.9821982198219822,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.45587728248050025,-0.455995118187859,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.981998199819982,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.4558809877272074,-0.4559987762486423,-0.11665625271571012,-0.11665625271571012,-0.0026002600260025543,0.0006000600060006023,-0.2317000209440237,2.5
-0.9817981798179818,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.455884691494778,-0.4560024328397372,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9815981598159816,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.4558883937835073,-0.45600608796143893,-0.11665625271571012,-0.11665625271571012,-0.0026002600260025543,0.0006000600060006023,-0.2317000209440237,2.5
-0.9813981398139814,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.45589209459369057,-0.4560097416140427,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9811981198119812,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.45589579392562307,-0.4560133937978438,-0.11665625271571012,-0.11665625271571012,-0.0026002600260025543,0.0006000600060006023,-0.2317000209440237,2.5
-0.980998099809981,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.45589949177960004,-0.4560170445131375,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9807980798079808,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.45590318815591674,-0.456020693760219,-0.11665625271571012,-0.11665625271571012,-0.0026002600260025543,0.0006000600060006023,-0.2317000209440237,2.5
-0.9805980598059806,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.4559068830548684,-0.4560243415393836,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9803980398039804,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.45591057647675026,-0.4560279878509265,-0.11665625271571012,-0.11665625271571012,-0.0026002600260025543,0.0006000600060006023,-0.2317000209440237,2.5
-0.9801980198019802,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.45591426842185756,-0.456031632695143,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.97999799979998,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.4559179588904857,-0.45603527607232835,-0.11665625271571012,-0.11665625271571012,-0.0026002600260025543,0.0006000600060006023,-0.2317000209440237,2.5
-0.9797979797979798,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.45592164788292977,-0.4560389179827778,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9795979597959796,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.4559253353994851,-0.4560425584267866,-0.11665625271571012,-0.11665625271571012,-0.0026002600260025543,0.0006000600060006023,-0.2317000209440237,2.5
-0.9793979397939794,-0.5109417194500998,-0.5109417194500998,4.1185455749229263e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.45592902144044695,-0.45604619740465,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9791979197919792,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.45593270600611047,-0.45604983491666323,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.978997899789979,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.45593638909677103,-0.45605347096312154,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9787978797879788,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.45594007071272386,-0.45605710554432033,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9785978597859786,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.45594375085426425,-0.45606073866055463,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9783978397839784,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.4559474295216873,-0.4560643703121198,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9781978197819782,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.4559511067152884,-0.4560680004993111,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.977997799779978,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.45595478243536275,-0.4560716292224238,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9777977797779778,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.4559584566822057,-0.4560752564817531,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9775977597759776,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.4559621294561123,-0.4560788822775943,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9773977397739774,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.455965800757378,-0.45608250661024263,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9771977197719772,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.455969470586298,-0.45608612947999333,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.976997699769977,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.4559731389431675,-0.4560897508871417,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9767976797679768,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.45597680582828176,-0.4560933708319829,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9765976597659766,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.45598047124193614,-0.45609698931481235,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9763976397639764,-0.5109417194500998,-0.5109417194500998,4.0335120951043895e-16,4.0335120951043895e-16,-0.2861815591117293,-0.2861815591117293,-0.45598413518442577,-0.45610060633592514,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
-0.9761976197619762,-0.5109417194500998,-0.5109417194500998,4.203579054741463e-16,4.203579054741463e-16,-0.2861815591117293,-0.2861815591117293,-0.45598779765604597,-0.4561042218956166,-0.11665625271571012,-0.11665625271571012,-0.00260026002600261,0.0006000600060006023,-0.2317000209440237,2.5
